-3.000000,0.000000,0.000000 , 1.000000 , 3.000000,0.000000,0.000000 , 1.000000 ,  Time , 0,
-2.996527,-0.099961,0.000000 , 1.000000 , 2.996527,0.099961,0.000000 , 1.000000 ,  Time , 0.5,
-2.986105,-0.199690,0.000000 , 1.000000 , 2.986105,0.199690,0.000000 , 1.000000 ,  Time , 1,
-2.968720,-0.298953,0.000000 , 1.000000 , 2.968720,0.298953,0.000000 , 1.000000 ,  Time , 1.5,
-2.944349,-0.397513,0.000000 , 1.000000 , 2.944349,0.397513,0.000000 , 1.000000 ,  Time , 2,
-2.912960,-0.495124,0.000000 , 1.000000 , 2.912960,0.495124,0.000000 , 1.000000 ,  Time , 2.5,
-2.874513,-0.591535,0.000000 , 1.000000 , 2.874513,0.591535,0.000000 , 1.000000 ,  Time , 3,
-2.828958,-0.686482,0.000000 , 1.000000 , 2.828958,0.686482,0.000000 , 1.000000 ,  Time , 3.5,
-2.776235,-0.779688,0.000000 , 1.000000 , 2.776235,0.779688,0.000000 , 1.000000 ,  Time , 4,
-2.716274,-0.870861,0.000000 , 1.000000 , 2.716274,0.870861,0.000000 , 1.000000 ,  Time , 4.5,
-2.648999,-0.959686,0.000000 , 1.000000 , 2.648999,0.959686,0.000000 , 1.000000 ,  Time , 5,
